품목 대분류,품목 중분류,품목 소분류,등급,단위,시도,기준일,당일 가격,1개월 전 가격,1년 전 가격,평년 가격
식량작물,쌀,일반계,상품,20KG,서울,20211109,52500,55000,54360,44567
식량작물,쌀,일반계,상품,20KG,부산,20211109,54000,56000,58800,45000
식량작물,쌀,일반계,상품,20KG,대구,20211109,56000,58600,56400,46667
식량작물,쌀,일반계,상품,20KG,광주,20211109,52300,56000,53700,44400
식량작물,쌀,일반계,상품,20KG,대전,20211109,54600,58100,54000,44833
식량작물,쌀,일반계,중품,20KG,서울,20211109,50600,50600,52420,43373
식량작물,쌀,일반계,중품,20KG,부산,20211109,52000,54000,56800,43000
식량작물,쌀,일반계,중품,20KG,대구,20211109,54000,56600,54400,44000
식량작물,쌀,일반계,중품,20KG,광주,20211109,50300,53550,52420,42733
식량작물,쌀,일반계,중품,20KG,대전,20211109,50000,54575,52000,42560
식량작물,찹쌀,일반계,상품,40KG,서울,20211109,125000,128000,131000,115667
식량작물,찹쌀,일반계,상품,40KG,부산,20211109,125000,132000,130000,114667
식량작물,찹쌀,일반계,상품,40KG,대구,20211109,124000,130000,126000,115533
식량작물,찹쌀,일반계,상품,40KG,광주,20211109,117000,128000,124600,111867
식량작물,찹쌀,일반계,상품,40KG,대전,20211109,121000,125000,125000,111333
식량작물,찹쌀,일반계,중품,40KG,서울,20211109,111000,118000,120000,106333
식량작물,찹쌀,일반계,중품,40KG,부산,20211109,115000,122000,120000,106333
식량작물,찹쌀,일반계,중품,40KG,대구,20211109,119000,125000,120200,107467
식량작물,찹쌀,일반계,중품,40KG,광주,20211109,113000,127000,120600,107200
식량작물,찹쌀,일반계,중품,40KG,대전,20211109,115000,116000,115000,102667
식량작물,콩,흰 콩(국산),상품,35KG,서울,20211109,225000,225000,187600,178200
식량작물,콩,흰 콩(국산),상품,35KG,부산,20211109,230000,230000,190000,178333
식량작물,콩,흰 콩(국산),상품,35KG,대구,20211109,224000,232000,194000,188667
식량작물,콩,흰 콩(국산),상품,35KG,광주,20211109,211000,223000,201200,177333
식량작물,콩,흰 콩(국산),상품,35KG,대전,20211109,235000,235000,190000,177800
식량작물,콩,흰 콩(국산),중품,35KG,부산,20211109,210000,210000,180000,168333
식량작물,콩,흰 콩(국산),중품,35KG,대구,20211109,216000,224000,176000,175667
식량작물,콩,흰 콩(국산),중품,35KG,대전,20211109,225000,225000,180000,169400
식량작물,콩,흰 콩(수입),중품,35KG,서울,20211109,124000,,136000,122000
식량작물,콩,흰 콩(수입),중품,35KG,부산,20211109,140000,140000,140000,120000
식량작물,콩,흰 콩(수입),중품,35KG,대구,20211109,141000,141000,140000,123667
식량작물,콩,흰 콩(수입),중품,35KG,광주,20211109,123000,121000,117000,119667
식량작물,콩,흰 콩(수입),중품,35KG,대전,20211109,131000,131000,130000,119533
식량작물,팥,붉은 팥(국산),상품,40KG,서울,20211109,456000,456000,464000,371333
식량작물,팥,붉은 팥(국산),상품,40KG,부산,20211109,440000,480000,430400,370133
식량작물,팥,붉은 팥(국산),상품,40KG,대구,20211109,460000,500000,455200,407733
식량작물,팥,붉은 팥(국산),상품,40KG,광주,20211109,333000,436000,444800,366000
식량작물,팥,붉은 팥(국산),상품,40KG,대전,20211109,453000,500000,422000,375933
식량작물,팥,붉은 팥(국산),중품,40KG,부산,20211109,380000,420000,375600,331867
식량작물,팥,붉은 팥(국산),중품,40KG,대구,20211109,433000,460000,438800,385600
식량작물,팥,붉은 팥(국산),중품,40KG,대전,20211109,416000,460000,402000,350067
식량작물,팥,붉은 팥(수입),중품,40KG,서울,20211109,256000,254000,201000,165667
식량작물,팥,붉은 팥(수입),중품,40KG,대구,20211109,245000,245000,205000,167000
식량작물,팥,붉은 팥(수입),중품,40KG,광주,20211109,256000,256000,214000,164000
식량작물,팥,붉은 팥(수입),중품,40KG,대전,20211109,250000,249000,182000,159267
식량작물,녹두,국산,상품,40KG,서울,20211109,740000,653000,578600,403333
식량작물,녹두,국산,상품,40KG,부산,20211109,700000,660000,578000,413333
식량작물,녹두,국산,상품,40KG,대구,20211109,700000,700000,580000,426667
식량작물,녹두,국산,상품,40KG,광주,20211109,680000,658000,570000,378667
식량작물,녹두,국산,중품,40KG,대구,20210827,713000,760000,465000,415000
식량작물,녹두,국산,중품,40KG,대전,20210827,,636000,450000,364333
식량작물,녹두,수입,중품,40KG,서울,20211109,213000,213000,280000,249000
식량작물,녹두,수입,중품,40KG,부산,20211109,210000,230000,225000,233333
식량작물,녹두,수입,중품,40KG,대구,20211109,220000,220000,180000,226667
식량작물,녹두,수입,중품,40KG,광주,20211109,203000,210000,173000,190000
식량작물,녹두,수입,중품,40KG,대전,20211109,223000,223000,210000,217667
식량작물,메밀,메밀(수입),중품,1KG,대구,20211008,4200,4500,3218,3099
식량작물,고구마,밤,상품,10KG,서울,20211109,28000,31800,36400,30667
식량작물,고구마,밤,상품,10KG,부산,20211109,29000,35000,35600,29467
식량작물,고구마,밤,상품,10KG,대구,20211109,29300,32800,35300,27933
식량작물,고구마,밤,상품,10KG,광주,20211109,28300,32800,35300,
식량작물,고구마,밤,상품,10KG,대전,20211109,28200,32800,35400,28467
식량작물,고구마,밤,중품,10KG,서울,20211109,23000,26800,31400,26667
식량작물,고구마,밤,중품,10KG,부산,20211109,25000,31000,31600,25800
식량작물,고구마,밤,중품,10KG,대구,20211109,24000,27500,32900,23600
식량작물,고구마,밤,중품,10KG,광주,20211109,23300,27800,30300,
식량작물,고구마,밤,중품,10KG,대전,20211109,23200,27800,30900,23467
식량작물,감자,수미,상품,20KG,서울,20211109,33600,33475,35600,35600
식량작물,감자,수미,상품,20KG,부산,20211109,33000,32750,35500,34033
식량작물,감자,수미,상품,20KG,대구,20211109,33000,32750,35200,34400
식량작물,감자,수미,상품,20KG,광주,20211109,34300,33550,35200,
식량작물,감자,수미,상품,20KG,대전,20211109,35200,34650,36400,34733
식량작물,감자,수미,중품,20KG,서울,20211109,31600,31475,33600,32267
식량작물,감자,수미,중품,20KG,부산,20211109,29000,28750,31500,30367
식량작물,감자,수미,중품,20KG,대구,20211109,28000,27750,30800,30267
식량작물,감자,수미,중품,20KG,광주,20211109,31300,30550,30200,
식량작물,감자,수미,중품,20KG,대전,20211109,32200,31650,31900,30233
식량작물,감자,대지마,상품,30KG,서울,20210219,76000,72000,,
식량작물,감자,대지마,상품,30KG,부산,20210219,72000,62400,,
식량작물,감자,대지마,상품,30KG,광주,20210219,74300,66500,,
식량작물,감자,대지마,상품,30KG,대전,20210219,65500,63700,,
식량작물,감자,대지마,중품,30KG,서울,20210219,71000,67000,,
식량작물,감자,대지마,중품,30KG,부산,20210219,68000,57400,,
식량작물,감자,대지마,중품,30KG,광주,20210219,69300,61500,,
식량작물,감자,대지마,중품,30KG,대전,20210219,60500,57700,,
채소류,배추,봄,상품,10KG,서울,20210712,,5850,9750,8067
채소류,배추,봄,상품,10KG,부산,20210712,7000,5875,9250,7533
채소류,배추,봄,상품,10KG,대구,20210712,8000,5750,9250,8133
채소류,배추,봄,상품,10KG,광주,20210712,,6093,10350,
채소류,배추,봄,상품,10KG,대전,20210712,8000,6500,13500,8967
채소류,배추,봄,중품,10KG,서울,20210712,,4850,8750,6800
채소류,배추,봄,중품,10KG,부산,20210712,6000,4875,7250,6533
채소류,배추,봄,중품,10KG,대구,20210712,7000,4750,7250,7017
채소류,배추,봄,중품,10KG,광주,20210712,,5093,8468,
채소류,배추,봄,중품,10KG,대전,20210712,6000,4500,9750,7367
채소류,배추,고랭지,상품,10KG,대구,20211105,,9000,,
채소류,배추,고랭지,상품,10KG,광주,20211105,,9362,,
채소류,배추,고랭지,상품,10KG,대전,20211105,10500,11000,,
채소류,배추,고랭지,중품,10KG,대구,20211105,,8000,,
채소류,배추,고랭지,중품,10KG,광주,20211105,,7372,,
채소류,배추,고랭지,중품,10KG,대전,20211105,8500,9000,,
채소류,배추,가을,상품,10KG,서울,20211109,11400,,6080,7067
채소류,배추,가을,상품,10KG,부산,20211109,11000,,5800,6800
채소류,배추,가을,상품,10KG,대구,20211109,12000,,5760,6967
채소류,배추,가을,상품,10KG,광주,20211109,11200,,5700,
채소류,배추,가을,상품,10KG,대전,20211109,13800,,6400,7533
채소류,배추,가을,중품,10KG,서울,20211109,10400,,4280,5400
채소류,배추,가을,중품,10KG,부산,20211109,9000,,4800,5133
채소류,배추,가을,중품,10KG,대구,20211109,11000,,3800,5633
채소류,배추,가을,중품,10KG,광주,20211109,10200,,3700,
채소류,배추,가을,중품,10KG,대전,20211109,11800,,4400,5473
채소류,배추,월동,상품,10KG,서울,20210513,8000,10000,,
채소류,배추,월동,상품,10KG,부산,20210513,8000,10000,,
채소류,배추,월동,상품,10KG,대구,20210513,8000,10000,,
채소류,배추,월동,상품,10KG,광주,20210513,9250,11200,,
채소류,배추,월동,상품,10KG,대전,20210513,10000,13200,,
채소류,배추,월동,중품,10KG,서울,20210513,7000,9000,,
채소류,배추,월동,중품,10KG,부산,20210513,7000,9000,,
채소류,배추,월동,중품,10KG,대구,20210513,7000,9000,,
채소류,배추,월동,중품,10KG,광주,20210513,7250,9230,,
채소류,배추,월동,중품,10KG,대전,20210513,9000,11200,,
채소류,양배추,양배추,상품,8KG,서울,20211109,7000,4665,14600,10717
채소류,양배추,양배추,상품,8KG,부산,20211109,6000,4958,15000,9617
채소류,양배추,양배추,상품,8KG,대구,20211109,6000,4875,15200,9992
채소류,양배추,양배추,상품,8KG,광주,20211109,6330,4953,15400,
채소류,양배추,양배추,상품,8KG,대전,20211109,6600,5400,16000,10083
채소류,양배추,양배추,중품,8KG,서울,20211109,6500,4165,13600,9317
채소류,양배추,양배추,중품,8KG,부산,20211109,5000,3958,13000,7617
채소류,양배추,양배추,중품,8KG,대구,20211109,5200,4075,12200,8350
채소류,양배추,양배추,중품,8KG,광주,20211109,5330,3910,13500,
채소류,양배추,양배추,중품,8KG,대전,20211109,5600,4400,13000,8083
채소류,시금치,시금치,상품,4KG,서울,20211109,16000,24775,10200,11133
채소류,시금치,시금치,상품,4KG,부산,20211109,16000,17500,10500,10900
채소류,시금치,시금치,상품,4KG,대구,20211109,16000,21000,10200,10467
채소류,시금치,시금치,상품,4KG,광주,20211109,15300,23550,10800,
채소류,시금치,시금치,상품,4KG,대전,20211109,14300,22300,10600,11600
채소류,시금치,시금치,중품,4KG,서울,20211109,14000,22775,7200,7800
채소류,시금치,시금치,중품,4KG,부산,20211109,13000,15500,8530,8610
채소류,시금치,시금치,중품,4KG,대구,20211109,12200,17200,7200,7950
채소류,시금치,시금치,중품,4KG,광주,20211109,12300,19550,6860,
채소류,시금치,시금치,중품,4KG,대전,20211109,11600,19300,7100,8300
채소류,상추,적,상품,4KG,서울,20211109,15000,31650,10400,15817
채소류,상추,적,상품,4KG,부산,20211109,18000,25250,11500,15767
채소류,상추,적,상품,4KG,대구,20211109,16000,27000,11000,15033
채소류,상추,적,상품,4KG,광주,20211109,17300,31550,11300,
채소류,상추,적,상품,4KG,대전,20211109,19000,32075,11800,16167
채소류,상추,적,중품,4KG,서울,20211109,13000,29650,8400,11350
채소류,상추,적,중품,4KG,부산,20211109,15000,22000,8500,12100
채소류,상추,적,중품,4KG,대구,20211109,12000,23000,10000,11367
채소류,상추,적,중품,4KG,광주,20211109,14300,29550,8330,
채소류,상추,적,중품,4KG,대전,20211109,17000,30075,8800,12767
채소류,상추,청,상품,4KG,서울,20211109,13700,27800,11260,12987
채소류,상추,청,상품,4KG,부산,20211109,16000,26000,10500,13817
채소류,상추,청,상품,4KG,대구,20211109,14000,24500,11000,13233
채소류,상추,청,상품,4KG,광주,20211109,14300,27050,10312,
채소류,상추,청,상품,4KG,대전,20211109,12500,26350,11000,12383
채소류,상추,청,중품,4KG,서울,20211109,10700,24800,8266,9055
채소류,상추,청,중품,4KG,부산,20211109,14000,22250,7500,11150
채소류,상추,청,중품,4KG,대구,20211109,10000,19000,9000,10200
채소류,상추,청,중품,4KG,광주,20211109,10300,18800,6660,
채소류,상추,청,중품,4KG,대전,20211109,8500,23350,8000,8900
채소류,얼갈이배추,얼갈이배추,상품,4KG,서울,20211109,10000,7330,3000,4820
채소류,얼갈이배추,얼갈이배추,상품,4KG,부산,20211109,8000,6750,3830,4873
채소류,얼갈이배추,얼갈이배추,상품,4KG,대구,20211109,8000,7250,3500,4667
채소류,얼갈이배추,얼갈이배추,상품,4KG,광주,20211109,8160,7080,3660,
채소류,얼갈이배추,얼갈이배추,상품,4KG,대전,20211109,8330,7665,3500,5027
채소류,얼갈이배추,얼갈이배추,중품,4KG,서울,20211109,8000,5330,2000,3463
채소류,얼갈이배추,얼갈이배추,중품,4KG,부산,20211109,6000,4750,2830,3633
채소류,얼갈이배추,얼갈이배추,중품,4KG,대구,20211109,7000,6050,3000,3417
채소류,얼갈이배추,얼갈이배추,중품,4KG,광주,20211109,6160,6080,2160,
채소류,얼갈이배추,얼갈이배추,중품,4KG,대전,20211109,7330,6248,2500,3642
채소류,수박,수박,상품,1개,서울,20211109,11000,11000,7600,12467
채소류,수박,수박,상품,1개,부산,20211109,16000,12750,6500,12000
채소류,수박,수박,상품,1개,대구,20211109,11000,12000,6000,11600
채소류,수박,수박,상품,1개,광주,20211109,11200,11200,7500,
채소류,수박,수박,상품,1개,대전,20211109,11000,14000,7000,12950
채소류,수박,수박,중품,1개,서울,20211109,6500,6500,6580,10467
채소류,수박,수박,중품,1개,부산,20211109,12000,9750,5000,9333
채소류,수박,수박,중품,1개,대구,20211109,8000,9000,5000,8600
채소류,수박,수박,중품,1개,광주,20211109,8120,7250,5500,
채소류,수박,수박,중품,1개,대전,20211109,8000,9250,5500,9533
채소류,참외,참외,상품,10KG,서울,20210910,35000,45320,,
채소류,참외,참외,상품,10KG,부산,20210910,33000,35000,,
채소류,참외,참외,상품,10KG,대구,20210910,35000,41000,,
채소류,참외,참외,상품,10KG,광주,20210910,33200,43000,,
채소류,참외,참외,상품,10KG,대전,20210910,32600,43820,,
채소류,참외,참외,중품,10KG,서울,20210910,30000,40320,,
채소류,참외,참외,중품,10KG,부산,20210910,29000,31000,,
채소류,참외,참외,중품,10KG,대구,20210910,30000,36000,,
채소류,참외,참외,중품,10KG,광주,20210910,29200,39000,,
채소류,참외,참외,중품,10KG,대전,20210910,26000,38820,,
채소류,오이,가시계통,상품,10KG,부산,20211109,34000,21250,19000,20400
채소류,오이,가시계통,상품,10KG,대구,20211109,38000,24500,24000,23917
채소류,오이,가시계통,중품,10KG,부산,20211109,30000,18000,16000,17067
채소류,오이,가시계통,중품,10KG,대구,20211109,34000,20500,20000,19083
채소류,오이,다다기계통,상품,100개,서울,20211109,73200,48875,32000,40017
채소류,오이,다다기계통,상품,100개,대구,20211109,65000,49500,30400,42917
채소류,오이,다다기계통,상품,100개,대전,20211109,66700,50950,33200,42367
채소류,오이,다다기계통,중품,100개,서울,20211109,67500,43225,26600,32350
채소류,오이,다다기계통,중품,100개,대구,20211109,60000,45500,26400,35583
채소류,오이,다다기계통,중품,100개,대전,20211109,61700,45950,26200,35650
채소류,오이,취청,상품,50개,서울,20211109,60700,25800,18160,24720
채소류,오이,취청,상품,50개,광주,20211109,51300,21800,17400,
채소류,오이,취청,상품,50개,대전,20211109,47700,20200,16800,24817
채소류,오이,취청,중품,50개,서울,20211109,56700,21800,14520,20240
채소류,오이,취청,중품,50개,광주,20211109,47300,17800,12400,
채소류,오이,취청,중품,50개,대전,20211109,43700,15200,12800,20983
채소류,호박,애호박,상품,20개,서울,20211109,26200,18225,15060,16087
채소류,호박,애호박,상품,20개,부산,20211109,26000,19500,15600,17400
채소류,호박,애호박,상품,20개,대구,20211109,23000,18750,15200,17933
채소류,호박,애호박,상품,20개,광주,20211109,26300,17800,15600,
채소류,호박,애호박,상품,20개,대전,20211109,27600,19125,16800,18500
채소류,호박,애호박,중품,20개,서울,20211109,24000,15900,12060,12087
채소류,호박,애호박,중품,20개,부산,20211109,22000,17250,13600,14067
채소류,호박,애호박,중품,20개,대구,20211109,19000,15750,13500,14183
채소류,호박,애호박,중품,20개,광주,20211109,22300,14800,11600,
채소류,호박,애호박,중품,20개,대전,20211109,24600,16125,12800,14167
채소류,호박,쥬키니,상품,10KG,서울,20211109,33000,19650,9064,9271
채소류,호박,쥬키니,상품,10KG,부산,20211109,32000,18500,8860,10287
채소류,호박,쥬키니,상품,10KG,대구,20211109,32000,17000,9200,10800
채소류,호박,쥬키니,상품,10KG,광주,20211109,33300,18300,9060,
채소류,호박,쥬키니,상품,10KG,대전,20211109,36700,17525,8800,11100
채소류,호박,쥬키니,중품,10KG,서울,20211109,29700,16450,4732,5161
채소류,호박,쥬키니,중품,10KG,부산,20211109,28000,15500,6860,7620
채소류,호박,쥬키니,중품,10KG,대구,20211109,27000,14000,5200,7567
채소류,호박,쥬키니,중품,10KG,광주,20211109,30300,15300,6060,
채소류,호박,쥬키니,중품,10KG,대전,20211109,33700,14525,6600,7517
채소류,토마토,토마토,상품,10KG,서울,20211109,37000,28000,34500,31833
채소류,토마토,토마토,상품,10KG,부산,20211109,38000,30000,38500,32833
채소류,토마토,토마토,상품,10KG,대구,20211109,38000,29500,39600,31583
채소류,토마토,토마토,상품,10KG,광주,20211109,38200,29700,39100,
채소류,토마토,토마토,상품,10KG,대전,20211109,40000,31300,40400,33667
채소류,토마토,토마토,중품,10KG,서울,20211109,32000,23000,29500,27167
채소류,토마토,토마토,중품,10KG,부산,20211109,33000,26000,34800,28833
채소류,토마토,토마토,중품,10KG,대구,20211109,33500,25000,35300,25917
채소류,토마토,토마토,중품,10KG,광주,20211109,35200,26700,35100,
채소류,토마토,토마토,중품,10KG,대전,20211109,37000,28300,36400,28667
채소류,딸기,딸기,상품,2KG,서울,20210510,16000,10600,18000,
채소류,딸기,딸기,상품,2KG,부산,20210510,13000,15000,15000,
채소류,딸기,딸기,상품,2KG,대구,20210510,14200,14200,16500,
채소류,딸기,딸기,상품,2KG,광주,20210510,14200,13950,16750,
채소류,딸기,딸기,상품,2KG,대전,20210510,15000,15500,14250,
채소류,딸기,딸기,중품,2KG,서울,20210510,11000,7800,13000,
채소류,딸기,딸기,중품,2KG,부산,20210510,8000,11000,11000,
채소류,딸기,딸기,중품,2KG,대구,20210510,9000,10000,11500,
채소류,딸기,딸기,중품,2KG,광주,20210510,11200,10950,11750,
채소류,딸기,딸기,중품,2KG,대전,20210510,12000,12500,10000,
채소류,무,봄,상품,20KG,서울,20210714,,9200,14040,12680
채소류,무,봄,상품,20KG,부산,20210714,11000,10000,13800,12400
채소류,무,봄,상품,20KG,대구,20210714,,10500,14300,14033
채소류,무,봄,상품,20KG,광주,20210714,,10020,14500,
채소류,무,봄,상품,20KG,대전,20210714,,10200,16000,13650
채소류,무,봄,중품,20KG,서울,20210714,,7200,12040,9747
채소류,무,봄,중품,20KG,부산,20210714,9000,8000,12800,10050
채소류,무,봄,중품,20KG,대구,20210714,,8500,12800,10933
채소류,무,봄,중품,20KG,광주,20210714,,7650,12500,
채소류,무,봄,중품,20KG,대전,20210714,,7200,13200,10483
채소류,무,고랭지,상품,20KG,대구,20211104,12000,8875,,
채소류,무,고랭지,상품,20KG,광주,20211104,12200,8500,,
채소류,무,고랭지,상품,20KG,대전,20211104,13300,9275,,
채소류,무,고랭지,중품,20KG,대구,20211104,10000,6875,,
채소류,무,고랭지,중품,20KG,광주,20211104,10200,6500,,
채소류,무,고랭지,중품,20KG,대전,20211104,11300,7275,,
채소류,무,가을,상품,20KG,서울,20211109,13400,,11480,12743
채소류,무,가을,상품,20KG,부산,20211109,11000,,11800,12767
채소류,무,가을,상품,20KG,대구,20211109,13000,,11400,12800
채소류,무,가을,상품,20KG,광주,20211109,13200,,11900,
채소류,무,가을,상품,20KG,대전,20211109,15400,,13400,13733
채소류,무,가을,중품,20KG,서울,20211109,11400,,8480,8760
채소류,무,가을,중품,20KG,부산,20211109,9000,,9800,10100
채소류,무,가을,중품,20KG,대구,20211109,11000,,9400,10133
채소류,무,가을,중품,20KG,광주,20211109,11200,,9900,
채소류,무,가을,중품,20KG,대전,20211109,13400,,9400,10620
채소류,무,월동,상품,20KG,서울,20210611,13000,10000,13600,
채소류,무,월동,상품,20KG,부산,20210611,10000,9000,10800,
채소류,무,월동,상품,20KG,대구,20210611,12000,10000,10800,
채소류,무,월동,상품,20KG,광주,20210611,12200,10400,12800,
채소류,무,월동,상품,20KG,대전,20210611,11000,11000,12700,
채소류,무,월동,중품,20KG,서울,20210611,12000,9000,10600,
채소류,무,월동,중품,20KG,부산,20210611,8000,7000,7800,
채소류,무,월동,중품,20KG,대구,20210611,9500,7500,6800,
채소류,무,월동,중품,20KG,광주,20210611,9250,7450,9800,
채소류,무,월동,중품,20KG,대전,20210611,9000,7000,9700,
채소류,당근,무세척,상품,20KG,서울,20211110,28000,33000,49260,55587
채소류,당근,무세척,상품,20KG,부산,20211110,28000,33000,49500,56333
채소류,당근,무세척,상품,20KG,대구,20211110,27000,34000,49800,53567
채소류,당근,무세척,상품,20KG,광주,20211110,28300,33300,50300,
채소류,당근,무세척,상품,20KG,대전,20211110,29300,36800,49600,56033
채소류,당근,무세척,중품,20KG,서울,20211110,25000,30000,46260,51920
채소류,당근,무세척,중품,20KG,부산,20211110,24000,29000,46500,52367
채소류,당근,무세척,중품,20KG,대구,20211110,23000,30000,45000,48800
채소류,당근,무세척,중품,20KG,광주,20211110,24300,29300,46300,
채소류,당근,무세척,중품,20KG,대전,20211110,25300,32800,45600,50367
채소류,당근,세척(수입),중품,10KG,서울,20211110,9000,7500,8000,8333
채소류,당근,세척(수입),중품,10KG,부산,20211110,9000,8000,11000,9000
채소류,당근,세척(수입),중품,10KG,대구,20211110,8000,8000,11000,9000
채소류,당근,세척(수입),중품,10KG,광주,20211110,8160,8203,11300,
채소류,당근,세척(수입),중품,10KG,대전,20211110,8000,8000,9500,9167
채소류,열무,열무,상품,4KG,서울,20211110,8000,11300,4200,5900
채소류,열무,열무,상품,4KG,부산,20211110,8000,8750,4600,5693
채소류,열무,열무,상품,4KG,대구,20211110,8000,10000,4500,5940
채소류,열무,열무,상품,4KG,광주,20211110,8160,10550,4328,
채소류,열무,열무,상품,4KG,대전,20211110,8000,10315,4300,6963
채소류,열무,열무,중품,4KG,서울,20211110,7000,10300,2200,3833
채소류,열무,열무,중품,4KG,부산,20211110,6000,7750,3600,4493
채소류,열무,열무,중품,4KG,대구,20211110,6500,9000,3460,4273
채소류,열무,열무,중품,4KG,광주,20211110,7160,9573,2660,
채소류,열무,열무,중품,4KG,대전,20211110,7000,9330,3300,5257
채소류,건고추,화건,상품,30KG,서울,20211110,600000,600000,800000,606667
채소류,건고추,화건,상품,30KG,부산,20211110,550000,556250,800000,591667
채소류,건고추,화건,상품,30KG,대구,20211110,525000,556000,792200,515000
채소류,건고추,화건,상품,30KG,광주,20211110,557000,575500,855000,
채소류,건고추,화건,중품,30KG,서울,20211110,550000,550000,750000,556667
채소류,건고추,화건,중품,30KG,부산,20211110,500000,506250,745000,541667
채소류,건고추,화건,중품,30KG,대구,20211110,462000,487000,742200,465000
채소류,건고추,화건,중품,30KG,광주,20211110,512000,527000,805000,
채소류,건고추,화건,중품,30KG,대전,20211110,450000,450000,800000,494333
채소류,건고추,햇살화건,상품,30KG,서울,20210820,600000,,,
채소류,건고추,햇살화건,상품,30KG,부산,20210820,625000,,925000,
채소류,건고추,햇살화건,상품,30KG,대구,20210820,575000,,850000,
채소류,건고추,햇살화건,상품,30KG,광주,20210820,602000,,1005000,
채소류,건고추,햇살화건,중품,30KG,서울,20210820,550000,,,
채소류,건고추,햇살화건,중품,30KG,부산,20210820,575000,,,
채소류,건고추,햇살화건,중품,30KG,대구,20210820,487000,,800000,
채소류,건고추,햇살화건,중품,30KG,광주,20210820,552000,,943000,
채소류,건고추,양건,상품,30KG,서울,20211110,750000,750000,1050000,731667
채소류,건고추,양건,상품,30KG,부산,20211110,725000,725000,1000000,716667
채소류,건고추,양건,상품,30KG,대구,20211110,675000,712000,982200,590000
채소류,건고추,양건,상품,30KG,광주,20211110,742000,742000,1075000,
채소류,건고추,양건,상품,30KG,대전,20211110,633000,633000,1050000,719333
채소류,건고추,양건,중품,30KG,서울,20211110,700000,700000,960000,681667
채소류,건고추,양건,중품,30KG,부산,20211110,675000,,925000,666667
채소류,건고추,양건,중품,30KG,대구,20211110,625000,662000,915000,540000
