품목 대분류,품목 중분류,품목 소분류,등급,단위,시도,기준일,당일 가격,1개월 전 가격,1년 전 가격,평년 가격
특용작물,느타리버섯,애느타리버섯,중품,2KG,광주,20211110,7160,6160,5460,
특용작물,느타리버섯,애느타리버섯,중품,2KG,대전,20211110,7660,6594,5300,
특용작물,팽이버섯,팽이버섯,상품,5KG,서울,20211110,13000,11900,8998,11716
특용작물,팽이버섯,팽이버섯,상품,5KG,부산,20211110,15000,11400,9400,12467
특용작물,팽이버섯,팽이버섯,상품,5KG,대구,20211110,15000,11600,9300,12233
특용작물,팽이버섯,팽이버섯,상품,5KG,광주,20211110,14300,11500,10036,
특용작물,팽이버섯,팽이버섯,상품,5KG,대전,20211110,15000,13360,10000,12417
특용작물,팽이버섯,팽이버섯,중품,5KG,서울,20211110,12000,10918,6998,9383
특용작물,팽이버섯,팽이버섯,중품,5KG,부산,20211110,13000,9400,7400,10133
특용작물,팽이버섯,팽이버섯,중품,5KG,대구,20211110,13000,9600,7500,9467
특용작물,팽이버섯,팽이버섯,중품,5KG,광주,20211110,12300,9512,8060,
특용작물,팽이버섯,팽이버섯,중품,5KG,대전,20211110,13000,11440,8000,10000
특용작물,새송이버섯,새송이버섯,상품,2KG,서울,20211110,10000,9846,8400,8367
특용작물,새송이버섯,새송이버섯,상품,2KG,부산,20211110,8000,9800,8000,8000
특용작물,새송이버섯,새송이버섯,상품,2KG,대구,20211110,8000,10440,8500,7933
특용작물,새송이버섯,새송이버섯,상품,2KG,광주,20211110,9160,10900,8928,
특용작물,새송이버섯,새송이버섯,상품,2KG,대전,20211110,9330,11220,8600,8867
특용작물,새송이버섯,새송이버섯,중품,2KG,서울,20211110,8000,7864,6400,6367
특용작물,새송이버섯,새송이버섯,중품,2KG,부산,20211110,6000,7800,6000,6000
특용작물,새송이버섯,새송이버섯,중품,2KG,대구,20211110,6500,8900,7500,6667
특용작물,새송이버섯,새송이버섯,중품,2KG,광주,20211110,7160,8930,6928,
특용작물,새송이버섯,새송이버섯,중품,2KG,대전,20211110,7330,9262,6600,6533
과일류,사과,홍로,상품,10KG,서울,20211014,22500,38940,,
과일류,사과,홍로,상품,10KG,부산,20211014,29000,38800,,
과일류,사과,홍로,상품,10KG,대구,20211014,30000,40600,,
과일류,사과,홍로,상품,10KG,광주,20211014,27200,40000,,
과일류,사과,홍로,중품,10KG,서울,20211014,17500,33940,,
과일류,사과,홍로,중품,10KG,부산,20211014,25000,34800,,
과일류,사과,홍로,중품,10KG,대구,20211014,22000,32600,,
과일류,사과,홍로,중품,10KG,광주,20211014,22200,35000,,
과일류,사과,쓰가루,상품,10KG,서울,20210824,27500,,57980,37400
과일류,사과,쓰가루,상품,10KG,부산,20210824,33000,,55500,33500
과일류,사과,쓰가루,상품,10KG,대구,20210824,31000,,56520,33167
과일류,사과,쓰가루,상품,10KG,광주,20210824,33200,,51900,
과일류,사과,쓰가루,상품,10KG,대전,20210824,34300,,48000,32333
과일류,사과,쓰가루,중품,10KG,서울,20210824,22500,,52980,32733
과일류,사과,쓰가루,중품,10KG,부산,20210824,28000,,50500,28500
과일류,사과,쓰가루,중품,10KG,대구,20210824,26000,,49300,27000
과일류,사과,쓰가루,중품,10KG,광주,20210824,28200,,45900,
과일류,사과,쓰가루,중품,10KG,대전,20210824,28000,,44000,27667
과일류,사과,후지,상품,10KG,서울,20210824,33700,,47000,38500
과일류,사과,후지,상품,10KG,부산,20210824,37000,,49400,34917
과일류,사과,후지,상품,10KG,대구,20210824,37000,,48800,36000
과일류,사과,후지,상품,10KG,광주,20210824,37200,,49700,
과일류,사과,후지,상품,10KG,대전,20210824,43300,,49800,37100
과일류,사과,후지,중품,10KG,서울,20210824,28700,,42000,33417
과일류,사과,후지,중품,10KG,부산,20210824,33000,,44400,30917
과일류,사과,후지,중품,10KG,대구,20210824,32000,,41000,31000
과일류,사과,후지,중품,10KG,광주,20210824,32200,,39700,
과일류,사과,후지,중품,10KG,대전,20210824,38300,,41800,32433
과일류,배,신고,상품,15KG,서울,20210824,42500,39400,64400,43667
과일류,배,신고,상품,15KG,부산,20210824,43000,44000,63400,37267
과일류,배,신고,상품,15KG,대구,20210824,43000,42600,64700,39000
과일류,배,신고,상품,15KG,광주,20210824,43200,42800,64700,
과일류,배,신고,상품,15KG,대전,20210824,50000,46600,64600,38650
과일류,배,신고,중품,15KG,서울,20210824,37500,34400,59600,37000
과일류,배,신고,중품,15KG,부산,20210824,38000,38000,58400,31933
과일류,배,신고,중품,15KG,대구,20210824,38000,36600,60700,33133
과일류,배,신고,중품,15KG,광주,20210824,38200,37800,59700,
과일류,배,신고,중품,15KG,대전,20210824,45000,41600,57600,34317
과일류,배,원황,상품,15KG,서울,20210913,39000,62500,47600,35800
과일류,배,원황,상품,15KG,부산,20210913,40000,62800,46250,36133
과일류,배,원황,상품,15KG,대구,20210913,40000,62800,47500,43500
과일류,배,원황,상품,15KG,광주,20210913,40200,62600,47750,
과일류,배,원황,상품,15KG,대전,20210913,41600,63640,46000,38133
과일류,배,원황,중품,15KG,서울,20210913,34000,57500,42600,29867
과일류,배,원황,중품,15KG,부산,20210913,36000,57400,41250,31267
과일류,배,원황,중품,15KG,대구,20210913,35000,57800,41200,37667
과일류,배,원황,중품,15KG,광주,20210913,35200,57600,42750,
과일류,배,원황,중품,15KG,대전,20210913,36600,58640,41000,32800
과일류,복숭아,백도,상품,4.5KG,서울,20210824,21000,21500,,
과일류,복숭아,백도,상품,4.5KG,부산,20210824,21000,22250,,
과일류,복숭아,백도,상품,4.5KG,대구,20210824,20000,22500,,
과일류,복숭아,백도,상품,4.5KG,광주,20210824,20200,21950,,
과일류,복숭아,백도,상품,4.5KG,대전,20210824,18600,23475,,
과일류,복숭아,백도,중품,4.5KG,서울,20210824,16000,16500,,
과일류,복숭아,백도,중품,4.5KG,부산,20210824,15000,16250,,
과일류,복숭아,백도,중품,4.5KG,대구,20210824,15000,17500,,
과일류,복숭아,백도,중품,4.5KG,광주,20210824,15200,16950,,
과일류,복숭아,백도,중품,4.5KG,대전,20210824,13600,18225,,
과일류,복숭아,유명,상품,4.5KG,서울,20140926,13000,,,
과일류,복숭아,유명,상품,4.5KG,대구,20140926,15000,,,
과일류,복숭아,유명,상품,4.5KG,광주,20140926,12000,,,
과일류,복숭아,유명,상품,4.5KG,대전,20140926,14000,,,
과일류,복숭아,유명,중품,4.5KG,서울,20140926,8000,,,
과일류,복숭아,유명,중품,4.5KG,대구,20140926,10000,,,
과일류,복숭아,유명,중품,4.5KG,광주,20140926,8000,,,
과일류,복숭아,유명,중품,4.5KG,대전,20140926,11000,,,
과일류,포도,캠벨얼리,상품,5KG,서울,20211014,17200,19700,19040,19013
과일류,포도,캠벨얼리,상품,5KG,부산,20211014,22000,22800,21000,18667
과일류,포도,캠벨얼리,상품,5KG,대구,20211014,22000,22000,21000,17800
과일류,포도,캠벨얼리,상품,5KG,광주,20211014,22300,21500,22600,
과일류,포도,캠벨얼리,상품,5KG,대전,20211014,23000,24000,22200,18767
과일류,포도,캠벨얼리,중품,5KG,서울,20211014,12200,14700,14040,15147
과일류,포도,캠벨얼리,중품,5KG,부산,20211014,17000,18400,15000,14000
과일류,포도,캠벨얼리,중품,5KG,대구,20211014,18000,18000,17000,13800
과일류,포도,캠벨얼리,중품,5KG,광주,20211014,18300,17500,17600,
과일류,포도,캠벨얼리,중품,5KG,대전,20211014,18000,19000,16200,15200
과일류,포도,거봉,상품,2KG,서울,20211008,17500,15000,21200,15000
과일류,포도,거봉,상품,2KG,부산,20211008,16000,15000,15000,12850
과일류,포도,거봉,상품,2KG,대구,20211008,18000,15000,16000,12867
과일류,포도,거봉,상품,2KG,광주,20211008,18100,15100,15600,
과일류,포도,거봉,상품,2KG,대전,20211008,17600,17520,15000,12517
과일류,포도,거봉,중품,2KG,서울,20211008,12500,10000,16240,12317
과일류,포도,거봉,중품,2KG,부산,20211008,13000,12000,11000,10183
과일류,포도,거봉,중품,2KG,대구,20211008,14000,11000,14000,9600
과일류,포도,거봉,중품,2KG,광주,20211008,15100,12100,9660,
과일류,포도,거봉,중품,2KG,대전,20211008,13000,12200,12000,8983
과일류,포도,MBA,상품,5KG,부산,20211108,19000,20000,,
과일류,포도,MBA,상품,5KG,대구,20211108,18000,18400,,
과일류,포도,MBA,상품,5KG,광주,20211108,18300,19700,,
과일류,포도,MBA,중품,5KG,부산,20211108,15000,16000,,
과일류,포도,MBA,중품,5KG,대구,20211108,14000,14400,,
과일류,포도,MBA,중품,5KG,광주,20211108,14300,15700,,
과일류,포도,레드글로브 칠레,상품,8KG,부산,20200813,38000,36800,29000,
과일류,포도,레드글로브 칠레,상품,8KG,대구,20200813,,37000,25000,
과일류,포도,레드글로브 칠레,중품,8KG,부산,20200813,34000,32800,25000,
과일류,포도,레드글로브 칠레,중품,8KG,대구,20200813,,30000,20000,
과일류,포도,레드글로브 페루,상품,8KG,대구,20200624,34000,34000,,
과일류,포도,레드글로브 페루,중품,8KG,대구,20200624,32000,32000,,
과일류,포도,톰슨 미국,상품,8KG,부산,20181227,40000,,,
과일류,포도,톰슨 미국,중품,8KG,부산,20181227,34000,,,
과일류,포도,수입,상품,8KG,서울,20180629,34000,34000,,
과일류,포도,수입,상품,8KG,부산,20180629,32000,32000,,
과일류,포도,수입,상품,8KG,대구,20180629,30000,31600,,
과일류,포도,수입,상품,8KG,광주,20180629,30000,31600,,
과일류,포도,수입,상품,8KG,대전,20180629,37000,34600,,
과일류,포도,수입,중품,8KG,서울,20180629,30000,30000,,
과일류,포도,수입,중품,8KG,부산,20180629,28000,28000,,
과일류,포도,수입,중품,8KG,대구,20180629,25000,26600,,
과일류,포도,수입,중품,8KG,광주,20180629,25000,26600,,
과일류,포도,수입,중품,8KG,대전,20180629,33000,29600,,
과일류,포도,샤인머스캣,상품,2KG,서울,20180629,28500,22500,28800,
과일류,포도,샤인머스캣,상품,2KG,부산,20180629,24000,21200,23000,
과일류,포도,샤인머스캣,상품,2KG,대구,20180629,25000,22000,25100,
과일류,포도,샤인머스캣,상품,2KG,광주,20180629,26300,23700,25400,
과일류,포도,샤인머스캣,상품,2KG,대전,20180629,27000,24580,24400,
과일류,포도,샤인머스캣,중품,2KG,서울,20180629,23500,17500,23800,
과일류,포도,샤인머스캣,중품,2KG,부산,20180629,20000,17200,18000,
과일류,포도,샤인머스캣,중품,2KG,대구,20180629,20000,18000,19400,
과일류,포도,샤인머스캣,중품,2KG,광주,20180629,22300,19700,20400,
과일류,포도,샤인머스캣,중품,2KG,대전,20180629,22000,19580,19400,
과일류,감귤,노지,S과,5KG,서울,20211110,10500,12560,16600,
과일류,감귤,노지,S과,5KG,부산,20211110,11000,12500,11000,
과일류,감귤,노지,S과,5KG,대구,20211110,11000,14200,11200,
과일류,감귤,노지,S과,5KG,광주,20211110,11200,13600,12900,
과일류,감귤,노지,S과,5KG,대전,20211110,11600,14080,11200,
과일류,감귤,노지,M과,5KG,서울,20211110,7500,9800,11600,
과일류,감귤,노지,M과,5KG,부산,20211110,10000,11440,9000,
과일류,감귤,노지,M과,5KG,대구,20211110,9000,12200,8200,
과일류,감귤,노지,M과,5KG,광주,20211110,9250,11600,10900,
과일류,감귤,노지,M과,5KG,대전,20211110,9660,12680,9200,
과일류,감귤,시설,S과,3KG,서울,20211014,19000,21500,26500,
과일류,감귤,시설,S과,3KG,부산,20211014,,22000,,
과일류,감귤,시설,S과,3KG,대구,20211014,19000,20000,16000,
과일류,감귤,시설,S과,3KG,광주,20211014,19200,21200,16500,
과일류,감귤,시설,S과,3KG,대전,20211014,18600,21000,,
과일류,감귤,시설,M과,3KG,서울,20211014,14000,16500,21500,
과일류,감귤,시설,M과,3KG,부산,20211014,,19000,,
과일류,감귤,시설,M과,3KG,대구,20211014,15000,16000,14000,
과일류,감귤,시설,M과,3KG,광주,20211014,15200,17200,13500,
과일류,감귤,시설,M과,3KG,대전,20211014,13600,16000,,
과일류,감귤,감귤,상품,10KG,서울,20180105,26000,20000,19800,19050
과일류,감귤,감귤,상품,10KG,부산,20180105,23000,20000,19000,18000
과일류,감귤,감귤,상품,10KG,대구,20180105,20000,23000,19000,18133
과일류,감귤,감귤,상품,10KG,광주,20180105,20000,22600,20400,19467
과일류,감귤,감귤,상품,10KG,대전,20180105,21000,21000,21600,17783
과일류,감귤,감귤,중품,10KG,서울,20180105,21000,14000,16800,16050
과일류,감귤,감귤,중품,10KG,부산,20180105,19000,16000,17000,14167
과일류,감귤,감귤,중품,10KG,대구,20180105,15000,18000,15000,14400
과일류,감귤,감귤,중품,10KG,광주,20180105,15000,17600,16400,15500
과일류,감귤,감귤,중품,10KG,대전,20180105,18000,18000,17800,13850
과일류,단감,단감,상품,10KG,서울,20211110,31500,,32400,29233
과일류,단감,단감,상품,10KG,부산,20211110,29000,,30000,26000
과일류,단감,단감,상품,10KG,대구,20211110,27000,,32900,25800
과일류,단감,단감,상품,10KG,광주,20211110,29200,,31500,
과일류,단감,단감,상품,10KG,대전,20211110,30000,,29000,26367
과일류,단감,단감,중품,10KG,서울,20211110,26500,,27400,24500
과일류,단감,단감,중품,10KG,부산,20211110,24000,,25000,21800
과일류,단감,단감,중품,10KG,대구,20211110,21000,,26900,20867
과일류,단감,단감,중품,10KG,광주,20211110,25200,,26500,
과일류,단감,단감,중품,10KG,대전,20211110,25000,,24000,21033
과일류,바나나,수입,상품,13KG,서울,20211110,25000,28000,25800,25933
과일류,바나나,수입,상품,13KG,부산,20211110,23000,26000,26000,26333
과일류,바나나,수입,상품,13KG,대구,20211110,25000,24000,26000,25667
과일류,바나나,수입,상품,13KG,광주,20211110,25300,26900,28600,
과일류,바나나,수입,상품,13KG,대전,20211110,25000,26300,27000,26167
과일류,바나나,수입,중품,13KG,서울,20211110,20000,23000,20800,22000
과일류,바나나,수입,중품,13KG,부산,20211110,21000,23000,23000,23000
과일류,바나나,수입,중품,13KG,대구,20211110,20000,19000,20000,20667
과일류,바나나,수입,중품,13KG,광주,20211110,21300,22900,24600,
과일류,바나나,수입,중품,13KG,대전,20211110,22000,23300,24000,21500
과일류,참다래,국산,상품,10KG,서울,20210426,44500,43200,36000,36667
과일류,참다래,국산,상품,10KG,부산,20210426,44000,43000,36000,33733
과일류,참다래,국산,상품,10KG,대구,20210426,44000,44000,36000,34933
과일류,참다래,국산,상품,10KG,광주,20210426,43300,43300,35000,
과일류,참다래,국산,상품,10KG,대전,20210426,43000,43000,34500,35267
과일류,참다래,국산,중품,10KG,서울,20210426,39500,38200,33000,32667
과일류,참다래,국산,중품,10KG,부산,20210426,39000,38000,32000,29400
과일류,참다래,국산,중품,10KG,대구,20210426,40000,40000,30000,29600
과일류,참다래,국산,중품,10KG,광주,20210426,38300,38300,30000,
과일류,참다래,국산,중품,10KG,대전,20210426,40500,40500,31500,31167
과일류,참다래,그린 뉴질랜드,상품,10KG,서울,20211110,42600,42600,,
과일류,참다래,그린 뉴질랜드,상품,10KG,부산,20211110,43000,43000,,
과일류,참다래,그린 뉴질랜드,상품,10KG,대구,20211110,42000,42000,42000,41333
과일류,참다래,그린 뉴질랜드,상품,10KG,광주,20211110,42300,42300,45300,
과일류,참다래,그린 뉴질랜드,상품,10KG,대전,20211110,45000,43300,46000,42667
과일류,참다래,그린 뉴질랜드,중품,10KG,서울,20211110,37600,37600,,
과일류,참다래,그린 뉴질랜드,중품,10KG,부산,20211110,38000,38000,,
과일류,참다래,그린 뉴질랜드,중품,10KG,대구,20211110,35000,35000,37000,36333
과일류,참다래,그린 뉴질랜드,중품,10KG,광주,20211110,37300,37300,40300,
과일류,참다래,그린 뉴질랜드,중품,10KG,대전,20211110,40000,38300,43000,37667
과일류,파인애플,수입,상품,12KG,서울,20211110,34000,33200,27600,23233
과일류,파인애플,수입,상품,12KG,부산,20211110,33000,32400,26000,25000
과일류,파인애플,수입,상품,12KG,대구,20211110,31000,31600,26000,25133
과일류,파인애플,수입,상품,12KG,광주,20211110,34300,32300,27600,
과일류,파인애플,수입,상품,12KG,대전,20211110,33000,31360,28000,26000
과일류,파인애플,수입,중품,12KG,서울,20211110,29000,28200,22600,20067
과일류,파인애플,수입,중품,12KG,부산,20211110,28000,28200,22000,21000
과일류,파인애플,수입,중품,12KG,대구,20211110,27000,28400,22000,21067
과일류,파인애플,수입,중품,12KG,광주,20211110,31300,29300,24600,
과일류,파인애플,수입,중품,12KG,대전,20211110,28000,26360,24000,21667
과일류,오렌지,네이블 미국,상품,18KG,대전,20210726,60000,60000,,
과일류,오렌지,네이블 미국,중품,18KG,대전,20210726,53000,53000,,
과일류,오렌지,네이블 호주,상품,18KG,서울,20210726,68300,56840,68600,
과일류,오렌지,네이블 호주,상품,18KG,광주,20210726,47300,47300,69400,
과일류,오렌지,네이블 호주,중품,18KG,서울,20210726,63300,51840,63540,
과일류,오렌지,네이블 호주,중품,18KG,광주,20210726,42300,42300,64400,
과일류,오렌지,발렌시아 미국,상품,18KG,대구,20210824,48000,48000,,
과일류,오렌지,발렌시아 미국,중품,18KG,대구,20210824,43000,43000,,
과일류,레몬,수입,상품,17KG,서울,20211110,86600,88000,66600,66450
과일류,레몬,수입,상품,17KG,부산,20211110,90000,70000,65000,68667
과일류,레몬,수입,상품,17KG,대구,20211110,95000,64000,65000,67500
과일류,레몬,수입,상품,17KG,광주,20211110,90300,62360,55600,
과일류,레몬,수입,상품,17KG,대전,20211110,90000,64760,55000,69333
과일류,레몬,수입,중품,17KG,서울,20211110,81600,82200,61600,60533
과일류,레몬,수입,중품,17KG,부산,20211110,84000,65000,60000,63667
과일류,레몬,수입,중품,17KG,대구,20211110,88000,59000,60000,60667
과일류,레몬,수입,중품,17KG,광주,20211110,84300,56300,49300,
과일류,레몬,수입,중품,17KG,대전,20211110,85000,59760,51000,61000
과일류,체리,수입,상품,5KG,서울,20210819,64000,61000,,
과일류,체리,수입,상품,5KG,부산,20210819,58000,60800,,
과일류,체리,수입,상품,5KG,대구,20210819,59000,62000,,
과일류,체리,수입,상품,5KG,광주,20210819,58300,62900,,
과일류,체리,수입,상품,5KG,대전,20210819,59300,63560,,
과일류,체리,수입,중품,5KG,서울,20210819,59000,56000,,
과일류,체리,수입,중품,5KG,부산,20210819,54000,55800,,
과일류,체리,수입,중품,5KG,대구,20210819,52000,55000,,
과일류,체리,수입,중품,5KG,광주,20210819,52300,56900,,
과일류,체리,수입,중품,5KG,대전,20210819,54000,58300,,
과일류,망고,수입,상품,5KG,서울,20211110,48300,45000,51600,47400
과일류,망고,수입,상품,5KG,부산,20211110,49000,57200,56000,49000
과일류,망고,수입,상품,5KG,대구,20211110,50000,56400,60500,50333
과일류,망고,수입,상품,5KG,광주,20211110,50300,58500,58600,
과일류,망고,수입,상품,5KG,대전,20211110,52600,61300,58600,52000
과일류,망고,수입,중품,5KG,서울,20211110,43300,40000,46600,43267
과일류,망고,수입,중품,5KG,부산,20211110,44000,52200,51000,44667
과일류,망고,수입,중품,5KG,대구,20211110,45000,51600,54500,43333
과일류,망고,수입,중품,5KG,광주,20211110,46300,54500,52600,
과일류,망고,수입,중품,5KG,대전,20211110,47600,56300,50600,46333
수산물,고등어,생선,중품,10KG,서울,20211110,49600,43560,51300,44083
수산물,고등어,생선,중품,10KG,부산,20211110,47000,44800,48000,38917
수산물,고등어,생선,중품,10KG,대구,20211110,53600,55120,49240,41667
수산물,고등어,생선,중품,10KG,광주,20211110,49300,48900,48600,
수산물,고등어,생선,중품,10KG,대전,20211110,51600,48280,48400,37333
수산물,고등어,냉동,중품,10KG,서울,20211110,50000,50000,35000,32667
수산물,고등어,냉동,중품,10KG,부산,20211110,43000,43000,39280,31333
수산물,고등어,냉동,중품,10KG,대구,20211110,44000,44000,40820,34000
수산물,고등어,냉동,중품,10KG,광주,20211110,42300,42300,40400,
수산물,고등어,냉동,중품,10KG,대전,20211110,42000,42000,41000,30500
수산물,고등어,냉동(수입),중품,20KG,서울,20211110,76600,66000,80600,62000
수산물,고등어,냉동(수입),중품,20KG,부산,20211110,65000,62500,62500,55000
수산물,고등어,냉동(수입),중품,20KG,대구,20211110,63000,63000,63000,57917
수산물,고등어,냉동(수입),중품,20KG,광주,20211110,62300,62300,65600,
수산물,고등어,냉동(수입),중품,20KG,대전,20211110,62000,62000,63000,55000
수산물,갈치,생선,중품,1KG,서울,20211110,9330,16980,18200,17800
수산물,갈치,생선,중품,1KG,부산,20211110,15500,15500,,
수산물,갈치,생선,중품,1KG,대구,20211110,13000,14000,16600,21333
수산물,갈치,생선,중품,1KG,광주,20211110,15300,16180,16600,
수산물,갈치,생선,중품,1KG,대전,20211110,15600,16560,16000,20667
수산물,갈치,냉동,중품,1KG,서울,20211110,14300,14300,15000,13900
수산물,갈치,냉동,중품,1KG,부산,20211110,14000,14000,15300,13667
수산물,갈치,냉동,중품,1KG,대구,20211110,15500,16000,15300,14433
수산물,갈치,냉동,중품,1KG,광주,20211110,14300,14300,15600,
수산물,갈치,냉동,중품,1KG,대전,20211110,15500,15500,14000,14000
수산물,명태,냉동,중품,20KG,서울,20211110,37000,37000,43300,40433
수산물,명태,냉동,중품,20KG,부산,20211110,44300,44300,50000,40733
수산물,명태,냉동,중품,20KG,대구,20211110,45000,45000,55800,42333
수산물,명태,냉동,중품,20KG,광주,20211110,44300,44300,50600,
수산물,명태,냉동,중품,20KG,대전,20211110,45000,45000,50000,43667
수산물,물오징어,생선,중품,1KG,서울,20211110,9160,9000,11560,11695
수산물,물오징어,생선,중품,1KG,부산,20211110,7000,7500,10500,8933
수산물,물오징어,생선,중품,1KG,대구,20211110,8330,8000,11600,10700
수산물,물오징어,생선,중품,1KG,광주,20211110,9330,9228,11600,
수산물,물오징어,생선,중품,1KG,대전,20211110,9310,8946,11400,10800
수산물,물오징어,냉동,중품,1KG,서울,20211110,9000,9200,12300,9667
수산물,물오징어,냉동,중품,1KG,부산,20211110,10000,10000,10000,7500
수산물,물오징어,냉동,중품,1KG,대구,20211110,9400,9400,10500,8833
수산물,물오징어,냉동,중품,1KG,광주,20211110,10300,10300,11600,
수산물,물오징어,냉동,중품,1KG,대전,20211110,9400,9400,10000,8667
수산물,건멸치,건멸치,중품,1.5KG,서울,20211110,13000,13000,15000,17600
수산물,건멸치,건멸치,중품,1.5KG,부산,20211110,16000,16000,20000,20333
수산물,건멸치,건멸치,중품,1.5KG,대구,20211110,12300,12300,20000,20000
수산물,건멸치,건멸치,중품,1.5KG,광주,20211110,16000,16000,19300,18767
수산물,건멸치,건멸치,중품,1.5KG,대전,20211110,12600,12000,20000,18367
수산물,북어,황태,중품,10마리,서울,20211110,45000,43000,39300,40000
수산물,북어,황태,중품,10마리,부산,20211110,44000,44000,39000,38000
수산물,북어,황태,중품,10마리,대구,20211110,45000,45000,46000,39333
수산물,북어,황태,중품,10마리,광주,20211110,48600,48600,48600,41667
수산물,북어,황태,중품,10마리,대전,20211110,50000,50000,47600,39533
수산물,건오징어,건오징어,중품,20마리,서울,20211110,70000,70000,70000,61000
수산물,건오징어,건오징어,중품,20마리,부산,20211110,80000,80000,79000,62667
수산물,건오징어,건오징어,중품,20마리,대구,20211110,81600,85000,88300,66717
수산물,건오징어,건오징어,중품,20마리,광주,20211110,85000,85000,85000,65000
수산물,건오징어,건오징어,중품,20마리,대전,20211110,83300,86000,84000,67300
수산물,김,마른김,중품,1속,서울,20211110,6000,6000,6000,6000
수산물,김,마른김,중품,1속,부산,20211110,6200,6200,6200,6267
수산물,김,마른김,중품,1속,대구,20211110,7000,7000,7160,7387
수산물,김,마른김,중품,1속,광주,20211110,6000,6000,6160,6387
수산물,김,마른김,중품,1속,대전,20211110,5500,5500,6000,6133
수산물,건미역,건미역,상품,1KG,서울,20211110,10000,10000,10000,10333
수산물,건미역,건미역,상품,1KG,부산,20211110,13000,13000,15000,12667
수산물,건미역,건미역,상품,1KG,대구,20211110,13600,13600,14000,14000
수산물,건미역,건미역,상품,1KG,광주,20211110,12000,12000,12000,12000
수산물,건미역,건미역,상품,1KG,대전,20211110,11000,11000,11000,11333
수산물,굴,굴,상품,1KG,서울,20211110,14300,,14680,12435
수산물,굴,굴,상품,1KG,부산,20211110,16500,,12780,11267
수산물,굴,굴,상품,1KG,대구,20211110,16000,,13400,11533
수산물,굴,굴,상품,1KG,광주,20211110,15300,,13300,
수산물,굴,굴,상품,1KG,대전,20211110,14600,,12700,11900
수산물,수입조기,부세수입(생선),중품,1KG,서울,20080604,5500,5500,5300,
수산물,수입조기,부세수입(냉동),중품,1KG,부산,20100420,4800,4800,4900,
수산물,전복,전복,중품,1KG,서울,20211110,33000,33000,35000,34417
수산물,전복,전복,중품,1KG,부산,20211110,34000,34000,36000,37333
수산물,전복,전복,중품,1KG,대구,20211110,37500,38000,40000,41667
수산물,전복,전복,중품,1KG,광주,20211110,35300,35300,38000,
수산물,전복,전복,중품,1KG,대전,20211110,38000,38000,38000,39000
수산물,새우,흰다리(수입),중품,2KG,서울,20211110,24000,24000,23000,25767
수산물,새우,흰다리(수입),중품,2KG,부산,20211110,25500,25500,25500,33667
수산물,새우,흰다리(수입),중품,2KG,대구,20211110,28500,28000,27500,31667
수산물,새우,흰다리(수입),중품,2KG,광주,20211110,25300,25300,25600,
수산물,새우,흰다리(수입),중품,2KG,대전,20211110,25500,25500,25500,32000
